width,height,dark,lang,kind,mode,amount,equivalent200Percent,required,available,natural_fits,reference_matched,before_unchanged,before_footer_height,after_footer_height,after_child_count,after_inside,after_text_unclipped,after_nonoverlap,same_children,body_client_height,body_scroll_height,body_scroll_top
640,360,True,en,purchase,existing,0,True,289.6875,592,True,True,True,80,80,3,True,True,True,True,164,831,667
640,360,True,en,purchase,new,0,True,296.875,592,True,True,True,80,80,3,True,True,True,True,164,831,667
640,360,True,en,purchase,saving,0,True,299.296875,592,True,True,True,80,80,3,True,True,True,True,164,831,667
640,360,True,en,shipping,existing,0,True,376.15625,592,True,True,True,80,80,3,True,True,True,True,164,1529,1365
640,360,True,en,shipping,new,0,True,383.34375,592,True,True,True,80,80,3,True,True,True,True,164,1529,1365
640,360,True,en,shipping,saving,0,True,385.765625,592,True,True,True,80,80,3,True,True,True,True,164,1529,1365
640,360,True,en,orders,existing,0,True,270.125,592,True,True,True,80,80,3,True,True,True,True,164,393,229
640,360,True,en,orders,existing,123450,True,323.75,592,True,True,True,80,80,3,True,True,True,True,164,393,229
640,360,True,en,orders,existing,999999999999,True,398.28125,592,True,True,True,80,80,3,True,True,True,True,164,393,229
640,360,True,en,orders,saving,123450,True,346.96875,592,True,True,True,80,80,3,True,True,True,True,164,393,229
640,900,False,ja,purchase,existing,0,True,277.0625,592,True,True,True,80,80,3,True,True,True,True,650,831,181
640,900,False,ja,purchase,new,0,True,277.0625,592,True,True,True,80,80,3,True,True,True,True,650,831,181
640,900,False,ja,purchase,saving,0,True,303.453125,592,True,True,True,80,80,3,True,True,True,True,650,831,181
640,900,False,ja,shipping,existing,0,True,407.5,592,True,True,True,80,80,3,True,True,True,True,650,1529,879
640,900,False,ja,shipping,new,0,True,407.5,592,True,True,True,80,80,3,True,True,True,True,650,1529,879
640,900,False,ja,shipping,saving,0,True,433.890625,592,True,True,True,80,80,3,True,True,True,True,650,1529,879
640,900,False,ja,orders,existing,0,True,265.515625,592,True,True,True,80,80,3,True,True,True,True,393,393,0
640,900,False,ja,orders,existing,123450,True,319.140625,592,True,True,True,80,80,3,True,True,True,True,393,393,0
640,900,False,ja,orders,existing,999999999999,True,393.671875,592,True,True,True,80,80,3,True,True,True,True,393,393,0
640,900,False,ja,orders,saving,123450,True,345.53125,592,True,True,True,80,80,3,True,True,True,True,393,393,0
640,900,False,en,purchase,existing,0,True,289.6875,592,True,True,True,80,80,3,True,True,True,True,650,831,181
640,900,False,en,purchase,new,0,True,296.875,592,True,True,True,80,80,3,True,True,True,True,650,831,181
640,900,False,en,purchase,saving,0,True,299.296875,592,True,True,True,80,80,3,True,True,True,True,650,831,181
640,900,False,en,shipping,existing,0,True,376.15625,592,True,True,True,80,80,3,True,True,True,True,650,1529,879
640,900,False,en,shipping,new,0,True,383.34375,592,True,True,True,80,80,3,True,True,True,True,650,1529,879
640,900,False,en,shipping,saving,0,True,385.765625,592,True,True,True,80,80,3,True,True,True,True,650,1529,879
640,900,False,en,orders,existing,0,True,270.125,592,True,True,True,80,80,3,True,True,True,True,393,393,0
640,900,False,en,orders,existing,123450,True,323.75,592,True,True,True,80,80,3,True,True,True,True,393,393,0
640,900,False,en,orders,existing,999999999999,True,398.28125,592,True,True,True,80,80,3,True,True,True,True,393,393,0
640,900,False,en,orders,saving,123450,True,346.96875,592,True,True,True,80,80,3,True,True,True,True,393,393,0
640,900,True,ja,purchase,existing,0,True,277.0625,592,True,True,True,80,80,3,True,True,True,True,650,831,181
640,900,True,ja,purchase,new,0,True,277.0625,592,True,True,True,80,80,3,True,True,True,True,650,831,181
640,900,True,ja,purchase,saving,0,True,303.453125,592,True,True,True,80,80,3,True,True,True,True,650,831,181
640,900,True,ja,shipping,existing,0,True,407.5,592,True,True,True,80,80,3,True,True,True,True,650,1529,879
640,900,True,ja,shipping,new,0,True,407.5,592,True,True,True,80,80,3,True,True,True,True,650,1529,879
640,900,True,ja,shipping,saving,0,True,433.890625,592,True,True,True,80,80,3,True,True,True,True,650,1529,879
640,900,True,ja,orders,existing,0,True,265.515625,592,True,True,True,80,80,3,True,True,True,True,393,393,0
640,900,True,ja,orders,existing,123450,True,319.140625,592,True,True,True,80,80,3,True,True,True,True,393,393,0
640,900,True,ja,orders,existing,999999999999,True,393.671875,592,True,True,True,80,80,3,True,True,True,True,393,393,0
640,900,True,ja,orders,saving,123450,True,345.53125,592,True,True,True,80,80,3,True,True,True,True,393,393,0
640,900,True,en,purchase,existing,0,True,289.6875,592,True,True,True,80,80,3,True,True,True,True,650,831,181
640,900,True,en,purchase,new,0,True,296.875,592,True,True,True,80,80,3,True,True,True,True,650,831,181
640,900,True,en,purchase,saving,0,True,299.296875,592,True,True,True,80,80,3,True,True,True,True,650,831,181
640,900,True,en,shipping,existing,0,True,376.15625,592,True,True,True,80,80,3,True,True,True,True,650,1529,879
640,900,True,en,shipping,new,0,True,383.34375,592,True,True,True,80,80,3,True,True,True,True,650,1529,879
640,900,True,en,shipping,saving,0,True,385.765625,592,True,True,True,80,80,3,True,True,True,True,650,1529,879
640,900,True,en,orders,existing,0,True,270.125,592,True,True,True,80,80,3,True,True,True,True,393,393,0
640,900,True,en,orders,existing,123450,True,323.75,592,True,True,True,80,80,3,True,True,True,True,393,393,0
640,900,True,en,orders,existing,999999999999,True,398.28125,592,True,True,True,80,80,3,True,True,True,True,393,393,0
640,900,True,en,orders,saving,123450,True,346.96875,592,True,True,True,80,80,3,True,True,True,True,393,393,0
